tiempo_s,aceleracion_z
13.190,-10.215
13.200,-10.257
13.210,-10.303
13.220,-10.354
13.230,-10.405
13.240,-10.457
13.250,-10.514
13.260,-10.571
13.270,-10.628
13.280,-10.645
13.290,-10.651
13.300,-10.657
13.310,-10.633
13.320,-10.573
13.330,-10.513
13.340,-10.440
13.350,-10.275
13.360,-10.110
13.370,-9.945
13.380,-9.771
13.390,-9.594
13.400,-9.417
13.410,-9.285
13.420,-9.207
13.430,-9.129
13.440,-9.054
13.450,-9.000
13.460,-8.946
13.470,-8.892
13.480,-8.885
13.490,-8.891
13.500,-8.897
13.510,-8.937
13.520,-9.018
13.530,-9.099
13.540,-9.185
13.550,-9.314
13.560,-9.443
13.570,-9.572
13.580,-9.675
13.590,-9.771
13.600,-9.867
13.610,-9.938
13.620,-9.977
13.630,-10.015
13.640,-10.051
13.650,-10.063
13.660,-10.075
13.670,-10.087
13.680,-10.102
13.690,-10.117
13.700,-10.132
13.710,-10.151
13.720,-10.175
13.730,-10.199
13.740,-10.224
13.750,-10.257
13.760,-10.290
13.770,-10.323
13.780,-10.367
13.790,-10.415
13.800,-10.463
13.810,-10.505
13.820,-10.538
13.830,-10.571
13.840,-10.598
13.850,-10.577
13.860,-10.556
13.870,-10.535
13.880,-10.442
13.890,-10.328
13.900,-10.214
13.910,-10.080
13.920,-9.921
13.930,-9.762
13.940,-9.609
13.950,-9.507
13.960,-9.405
13.970,-9.303
13.980,-9.243
13.990,-9.195
14.000,-9.147
14.010,-9.099
14.020,-9.051
14.030,-9.003
14.040,-8.964
14.050,-9.003
14.060,-9.042
14.070,-9.081
14.080,-9.173
14.090,-9.281
14.100,-9.389
14.110,-9.500
14.120,-9.614
14.130,-9.728
14.140,-9.836
14.150,-9.890
14.160,-9.944
14.170,-9.998
14.180,-10.031
14.190,-10.058
14.200,-10.085
14.210,-10.101
14.220,-10.104
14.230,-10.107
14.240,-10.112
14.250,-10.130
14.260,-10.148
14.270,-10.166
14.280,-10.198
14.290,-10.234
14.300,-10.270
14.310,-10.308
14.320,-10.350
14.330,-10.392
14.340,-10.437
14.350,-10.502
14.360,-10.568
14.370,-10.634
14.380,-10.698
14.390,-10.761
14.400,-10.824
14.410,-10.808
14.420,-10.688
14.430,-10.568
14.440,-10.443
14.450,-10.263
14.460,-10.083
14.470,-9.903
14.480,-9.746
14.490,-9.596
14.500,-9.446
14.510,-9.337
14.520,-9.283
14.530,-9.229
14.540,-9.171
14.550,-9.072
14.560,-8.973
14.570,-8.874
14.580,-8.871
14.590,-8.898
14.600,-8.925
14.610,-8.991
14.620,-9.111
14.630,-9.231
14.640,-9.350
14.650,-9.461
14.660,-9.572
14.670,-9.683
14.680,-9.765
14.690,-9.837
14.700,-9.908
14.710,-9.964
14.720,-9.997
14.730,-10.030
14.740,-10.061
14.750,-10.073
14.760,-10.085
14.770,-10.097
14.780,-10.111
14.790,-10.126
14.800,-10.141
14.810,-10.170
14.820,-10.218
14.830,-10.266
14.840,-10.312
14.850,-10.333
14.860,-10.354
14.870,-10.375
14.880,-10.400
14.890,-10.427
14.900,-10.454
14.910,-10.480
14.920,-10.504
14.930,-10.528
14.940,-10.548
14.950,-10.527
14.960,-10.506
14.970,-10.485
14.980,-10.383
14.990,-10.254
15.000,-10.125
15.010,-9.980
15.020,-9.812
15.030,-9.644
15.040,-9.480
15.050,-9.354
15.060,-9.228
15.070,-9.102
15.080,-9.039
15.090,-8.997
15.100,-8.955
15.110,-8.924
15.120,-8.909
15.130,-8.894
15.140,-8.886
15.150,-8.964
15.160,-9.042
15.170,-9.120
15.180,-9.209
15.190,-9.302
15.200,-9.395
15.210,-9.496
15.220,-9.607
15.230,-9.718
15.240,-9.825
15.250,-9.885
15.260,-9.945
15.270,-10.005
15.280,-10.036
15.290,-10.057
15.300,-10.078
15.310,-10.095
15.320,-10.107
15.330,-10.119
15.340,-10.131
15.350,-10.140
15.360,-10.149
15.370,-10.158
15.380,-10.180
15.390,-10.207
15.400,-10.234
15.410,-10.250
15.420,-10.250
15.430,-10.250
15.440,-10.254
